"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/20/2023","12:00 PM-1:45 PM","3.C.07","K-12 Policies","Policy","
Assessing Policy Effects of Deregulating Capacity Expansion of Charter Schools: A Dynamic Model of the Education Industry
Faqiang Li*, Pennsylvania State University","Charter Schools' Response to Public Reporting and Contract Renewal Policy
Lan Nguyen*, Fulbright University Vietnam","Double the Number: High School Crowding and Schooling Outcomes
Amanda Awadey*, Mount Holyoke College","Intergenerational Persistence in the Effects of Compulsory Schooling
Andrei Munteanu*, Université du Québec à Montréal
Titus Galama, University of Southern California
Kevin Thom, University of Wisconsin–Milwaukee","Early Grade Retention Hurts Adult Earnings
Jiee Zhong*, Texas A&M University","","","Andrei Munteanu, Université du Québec à Montréal","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.08","Faculty Labor Markets in K-12 and Higher Education","Education, Labor","
A New Approach to Evaluating Teacher Effectiveness
Soo Jeong Lee*, Michigan State University","Affirmative Action, Faculty Productivity, and Caste Interactions: Evidence from Engineering Colleges in India
Gagandeep Sachdeva*, University of California, Santa Cruz
Robert Fairlie, University of California, Santa Cruz
Prashant Loyalka, Stanford University
Saurabh Khanna, Stanford University","Local Violence, Accountability, and Teacher Turnover
Jeff C. Schiman*, Georgia Southern University
Marcus Casey, University of Illinois Chicago","Protecting the Rainbows: Teacher Retention and Anti-discrimination Policies in the U.S.
Saharnaz Babaei-Balderlou*, University of South Carolina
Henry Tran, University of South Carolina","The Heterogenous Effects of Teacher Retirement Policies: Evidence from Chile
Josep M. Maria Nadal-Fernandez*, University of Illinois Chicago","","","Jeff C. Schiman, Georgia Southern University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.09","Human Capital II","Labor","
Endogenous Technology Formation from Skill-Based Sorting: Evidence from U.S. Occupational Wages
Zachary Kessler*, The Alan Turing Institute
Omar Guerrero, The Alan Turing Institute","Impact of Asymmetric Productivity Spillovers in Job-to-Job Transitions: Evidence from Labor Mobility in Academia
Eren Bilen*, Dickinson College
Xiaozhou Ding, Dickinson College
Paul I. Ko, Swarthmore College","Impact of College Major Skills on Lifetime Earnings and Sorting
Laura Boisten*, University of Wisconsin–Madison
Annemarie Schweinert, University of Wisconsin–Madison
Layla O’Kane, Lightcast","Labor Market Effects of Services Trade Exposure from Asia
Patralekha Ukil*, San Jose State University","Teacher Value-Added in Personalized Online Education: The Case of SkyEng
Ilia Kapelevich*, University of Florida","","","Eren Bilen, Dickinson College","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.10","Recent Developments in Panel Data Analysis","Development, Metrics","
A Correlated Random Coefficient Panel Model with Time-Varying Endogeneity
Louise Laage*, Georgetown University","Misclassification in Difference-in-Differences Models
Augustine Denteh*, Tulane University
Desire Kedagni, The University of North Carolina at Chapel Hill","Fixed Effects and Causal Inference
Daniel Millimet*, Southern Methodist University
Marc F. Bellemare, University of Minnesota","","","","Daniel Millimet, Southern Methodist University","Marc F. Bellemare, University of Minnesota","Brantly Callaway, University of Georgia
Carlos Lamarche, University of Kentucky
Chris Muris, McMaster University","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.11","Trade, Shock Propagations, and Global Value Chains","Misc.","
Fertilizer Import Ban, Agricultural Exports, and Welfare: Evidence from Sri Lanka
Devaki Ghose*, World Bank
Eduardo Fraga, World Bank
Ana Margarita Fernandes","How Does a Third Country Respond to the U.S.-China Trade Dispute?
Yingyan Zhao*, The George Washington University
Kala Krishna, Pennsylvania State University
Huong Dang, Union College","Two-Sided Market Power in Firm-to-Firm Trade
Vanessa Alviarez*, Inter-American Development Bank
Michele Fioretti, Sciences Po
Ken Kikkawa, The University of British Columbia
Monica Morlacco, University of Southern California","Crops, Conflict, and Climate Change
Bob Rijkers*, World Bank
Erhan Artuc, World Bank
Guido Porto, Universidad Nacional de La Plata","","","Devaki Ghose, World Bank","Devaki Ghose, World Bank","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.12","Business Cycles I","Misc.","
Assessing Fiscal Policy under Cyclical Balance in Developed Countries
Ming-Jen Chang*, National Dong Hwa University
Ching-Yi Lu, National Dong Hwa University","Examining Time-Varying Bias in the Survey of Professional Forecasters
Elahe Boskabadi*, Le Moyne College
Hyeongwoo Kim, Auburn University
Ying Lin, Xi'an Jiaotong University","Macro Forecasting with Adaptive Learning
Azharul Islam*, The University of Texas at Dallas
Prajyna Barua Soni, The University of Texas at Dallas
Irina Panovska, The University of Texas at Dallas
Srikanth Ramamurthy, International Monetary Fund","Predicting Recessions, Depth of Recessions, and Monetary Policy Pivots: A New Approach
Azhar Iqbal*, Wells Fargo
Nicole Cervi, Wells Fargo","Trend and Cyclical Variation in Markups: Demand-Side Evidence from U.S. Grocery Stores
Tengda Gong*, University of California, Davis
Bulat Gafarov, University of California, Davis
Jens Hilscher, University of California, Davis","","","Azhar Iqbal, Wells Fargo","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.13","Economics of Crime","Law & Econ","
Cops and Robbers: Optimal Law Enforcement with Police Targets and Arrest Contests
Iain Long*, Cardiff University","Illegal Gun Bounties and Gun Violence
Brad Davis*, Florida State University","The Long-Run Effects of Free Pre-K on Labor Market and Criminal Outcomes
Maya Mikdash*, Texas A&M University
Jiee Zhong, Texas A&M University","Striking the Balance: Human Discretion and Algorithmic Insights in Parole Supervision Decision-Making
Anuar Assamidanov*, Claremont Graduate University","Does Pre-Arrest Diversion Program Work?
Sirazum Munira Haque*, Auburn University","","","Iain Long, Cardiff University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.14","Economic Forecasting","Metrics","
Accurately Forecast Crude Oil with Machine Learning during the COVID-19 Pandemic
Ali Lashgari*, Kansas State University
Eiman Aiyash, North Carolina State University","Testing Decisions, COVID-19 Exposure Risk, and Machine Learning
Kang Keun Rhee*, The University of Memphis
Md Mohsan Khudri, The University of Memphis","Forecasting the Dollar Real Exchange Rate: Separating the Wheat from the Chaff
Sarthak Subidit Behera*, Centre College
Hyeongwoo Kim, Auburn University","The Elusive Quest for Rationality in Consumers’ Expectations
Angel Gonzalez*, University of Florida","Heterogeneous Responses to Signals and the Predictability of Forecast Errors
Symeon Taipliadis*, University of Florida","","","Sarthak Subidit Behera, Centre College","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.15","Economics of Gender IV","Gender","
A Kick or a Start? Gender Disparity Evidence of Winning a Kickstarter on Future Funding
Sahil Patil*, Washington State University","Decomposing Gender Gaps in U.S. STEM Transition from Education to Employment
Matthew Baird*, LinkedIn Corporation
Nikhil Gahlawat, LinkedIn Corporation
Paul Ko, LinkedIn Corporation
Rosie Hood, LinkedIn Corporation
Silvia Lara, LinkedIn Corporation","Degree Value and Job Satisfaction for Non-Traditional Female Students: Evidence from the National Longitudinal Survey of Youth
Murshed Jahan*, Valdosta State University,
Luis Gonzalez, Valdosta State University","Mentorship and Role Modeling, In and Out of the House: Evidence from High School Girls in Saudi Arabia
Alessandra L. González*, The University of Chicago","","","","Alessandra L. González, The University of Chicago","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.16","Monetary Policy II","Macro, Policy","
The Movements in the U.S. Federal Funds Rate and Monetary Base (1990-2022): A Dynamic Perspective from Markov Regime-Switching Model
Ying Wu*, Salisbury University
Jiacheng Cai, Salisbury University","Is Money Velocity the Monetary Instrument at the Zero Lower Bound?
Frank Ciarliero*, Texas Tech University","Labor Income Targeting
Aryaman Bhatnagar*, The University of Kansas","Monetary Policy Transmission under Supply Chain Pressures: Pre-Pandemic Evidence from the U.S.
Sebastian Laumer*, The University of North Carolina at Greensboro
Matthew Schaffer, The University of North Carolina at Greensboro","What Is the Fed’s True Inflation Target?
James Dean*, North Dakota State University","","","Frank Ciarliero, Texas Tech University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.17","Topics in Financial Economics","Finance","
The Online Payday Loan Premium
Filipe Correia*, University of Georgia
Peter Han, University of Illinois at Urbana-Champaign
Jialan Wang, University of Illinois at Urbana-Champaign","Financial Literacy, Risk Aversion, and Entrepreneurs in China
Chen Xu*, St. Edward's University
Yi Duan, Marshall University","Digital Investment Literacy, Decision Making, and Trading
Li Liang*, The George Washington University","Postal Savings and Bank Stability in the Great Depression
Steven Sprick Schuster*, Middle Tennessee State University
Matthew Jaremski, Utah State University","","","","Filipe Correia, University of Georgia","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.18","Money Supply and Policy","Policy","
Lender of Last Rites: Impacts of U.S. Treasury Demand Shocks
Andrew Hanson*, The University of Tennessee, Knoxville
Paul Ho, Federal Reserve Bank of Richmond
Christian Matthes, Indiana University Bloomington
Thomas Lubik, Federal Reserve Bank of Richmond","Interest on Reserves, Regime Switching, and Monetary Policy Transmission
David Agyeman-Duodu*, University of Mississippi","The Dynamics of the U.S. Business Cycle under Different Monetary Policy Regimes
Qing Nie*, Grinnell College","","","","","Andrew Hanson, The University of Tennessee, Knoxville","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.19","Economic Growth","Development","
International Capital Flows, Growth, and Innovation: The Role of Culture
Georgios Koimisis*, Manhattan College
Henrique Mittelstadt, Manhattan College","Overview of Financial Inclusion, Trade, and Economic Growth
Sujata Saha*, Wabash College","Public Debt, Current Account, and Economic Growth in Germany: Evidence from a Nonlinear ARDL Model
Yixiao Jiang*, Christopher Newport University
George Zestos, Christopher Newport University
Alex Hamed, Christopher Newport University
Samuel Raymond, Christopher Newport University","Foreign Direct Investment, Political Risks, and Political Risk Insurance in Emerging Markets and Developing Economies
Seyni Da*, American University","","","","Georgios Koimisis, Manhattan College","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.20","Health II","Health","
Health Insurance Access and Long-term Child Nutrition
Anaka Aiyar*, The University of Vermont
Dilek Uz, University of Nevada, Reno
Katherine Lacy, University of Nevada, Reno","How Do Maternal Mental Health Conditions Explain Differences in Reproductive and Neonatal Complications across Urban-Rural Areas in South Carolina? A Fairlie Decomposition Approach
Manan Roy*, Appalachian State University
Maggie Sugg, Appalachian State University
Jennifer Runkle, North Carolina State University","The Mental Burden of Health: Do Small Health Shocks Affect Suicidality?
Owen Fleming*, Wayne State University
Joelle Abramowitz, University of Michigan
Shooshan Danagoulian, Wayne State University","The Long-Term Effects of Income for At-Risk Infants: Evidence from Supplemental Security Income
Amelia Hawkins*, Brandeis University
Christopher Hollrah, University of Michigan
Sarah Miller, University of Michigan
Laura R. Wherry, New York University
Gloria Aldana, U.S. Census Bureau
Mitchell Wong, University of California, Los Angeles","Broadband Technology, Aging, and Mental Health
Vikas Gawai*, University of Wisconsin–Madison","","Orgul Ozturk, University of South Carolina, and Manan Roy, Appalachian State University","Manan Roy, Appalachian State University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.21","Religion, Health, Human Capital, and Human Flourishing","Health, Labor","
Ageism and Healthcare: A Christian Perspective
Kathy Archer*, Grand Canyon University","Long-Lasting Effects of Bible Translations on Literacy: Evidence from Sub-Saharan Africa
Vinicius Okada Da Silva*, University of Illinois Urbana-Champaign
Rebecca Thornton, Baylor University
Abigail Stocker, University of Illinois Urbana-Champaign
Noelia Romero, University of Illinois Urbana-Champaign","Finance, Human Flourishing and the Logic of Stakeholder Engagement
Geoffrey Friesen*, University of Nebraska–Lincoln","Pope Saint John Paul II: Catholic Praxeologist?
Anton Chamberlin*, Middle Tennessee State University","","","Ngina Chiteji, New York University","Ngina Chiteji, New York University","Clara E. Piano, Austin Peay State University
Ngina Chiteji, New York University
Sarah Hamersma, Syracuse University
V. Carlos Slawson, Louisiana State University","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.22","Public and Urban Historical Economics","History, Public, Urban & Regional","
Economic Conditions and Incarceration in the Postbellum U.S.: Evidence from Missouri
Jing Wu*, Princeton University","One Job, One Vote? The Electoral Returns to Patronage
Lukas Leucht*, University of California, Berkeley","The Biological Standard of Living and Communal Property Ownership: Evidence from the Amana Colonies of Iowa
Melinda Miller*, Virginia Polytechnic Institute and State University","Gains from Factory Electrification: Evidence from North Carolina, 1905-1926
Will Damron*, Yale University","","","Peter Nencka, Miami University","Sarah Quincy, Vanderbilt University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.23","Behavioral Economics","Behavioral","
Breaking the Screen Time Addiction: Evidence from a Randomized Controlled Trial among College Students
Ferdous Sardar*, Bryant University","Crimes and Market Inefficiency in Ride-Hailing Markets: The Impact of Dynamic Pricing
Jeongwoo (Jay) Lee*, Korea Insurance Research Institute","Motivating Workers: Harnessing Task Autonomy
Utteeyo Dasgupta*, Fordham University
Subha Mani, Fordham University
Andrew Souther, Federal Reserve Bank of Chicago","Common Values or a Rational Response to Irrationality? Evidence on the Drivers of Last Minute Bidding in eBay Auctions
Timothy Bersak*, Wofford College
Ahmed Eddhir, Centre College","Lies of Omission? Evidence Trump Supporting Counties Failed to Report Gun Thefts in the Run-Up to the 2020 Election
Chris Azevedo*, University of Central Missouri
David B. Johnson, University of Central Missouri","","","Timothy Bersak, Wofford College","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.24","Stated Preference Methods","Metrics","
Thinking about the Third Option in Binary Choice: A Classification Analysis of 'I Don’t Know' Responses
Gregory Howard*, East Carolina University","An Equality-Constrained Latent Class Inferred Attribute Non-Attendance Model for Valuation of Great Lakes Fisheries Resources
John C. Whitehead*, Appalachian State University
Gregory Howard, East Carolina University
Louis Cornicelli, Southwick Associates","Random Regret Minimization and Hypothetical Bias in Discrete Choice Experiments
Qi Jiang*, The Ohio State University
Jerrod Penn, Louisiana State University
Wuyang Hu, The Ohio State University","Do Participation Incentives Affect Hypothetical Bias? Evidence from a Discrete Choice Experiment of Gator Hides
Juyoung Yoo*, Louisiana State University
Jerrod Penn, Louisiana State University
Matthew Fannin, Louisiana State University","","","Brian Vander Naald, Drake University","Gregory Howard, East Carolina University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.25","Risk and Waste Resources","Enviro. / Nat. Resources","
On the Futility of the Resource Rent Tax
Robert Cairns*, McGill University
Graham Davis, Colorado School of Mines","Assessing Economic Value of Reducing Plastic Pollution: A Contingent Valuation Study in the National Capital Region of India
Geetanjali Geetanjali*, University of Georgia
Craig E. Landry, University of Georgia","Risk Perception and Flood Insurance: Special Regressor Approach
Craig E. Landry*, University of Georgia
Lalita Adhikari, University of Georgia","","","","Brian Vander Naald, Drake University","Geetanjali Geetanjali, University of Georgia","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.26","Infrastructure, Housing, and Health","Health, Urban & Regional","
Could Health Insurance Enhance Confidence on Both the Supply and Demand Sides of Mortgage?
Fanyu Liu*, Tulane University
Kerui Geng, Tulane University","Evaluating County-Level Emergency Rental Assistance Programs: Impacts on COVID-19 Cases and Mortality
Ning Li*, Salisbury University
Chan Shen, Pennsylvania State University","Hospital Procedure Deserts, Hospital Capital, and Inpatient Health Outcomes
Shane M. Murphy*, University of Connecticut","The Mortality of the U.S. Homeless Population
Angela Wyse*, The University of Chicago
Bruce D. Meyer, The University of Chicago
Ilina Logani, The University of Chicago","","","","Shane M. Murphy, University of Connecticut","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.27","Industrial Organization and Market Structure II","IO","
Are Consumers Better Off When the Platform Makes Its Own Product?
Byoungmin Yu*, Iowa State University","Brand Reallocation, Concentration, and Growth
Jeremy Pearce*, Federal Reserve Bank of New York
Liangjie Wu, Einaudi Institute for Economics and Finance","Anti-Competitive Effects of Common Ownership in Medicare Part D
Jaehak Lee*, State University of New York at Albany
Chun-Yu Ho, State University of New York at Albany
Pinka Chatterji, State University of New York at Albany","What Drives Nonprofit Entry? A Multi-Sided Platform Analysis
Jeremy Philip Thornton*, Samford University
Jennifer Kuan, California State University, Monterey Bay","","","","Jeremy Pearce, Federal Reserve Bank of New York","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.28","Empirical Political Economy","Public","
Entrepreneurship, Investment, and Legal System and Property Rights in Countries with Different Income Levels
Fouzia Awan*, University of Mississippi
Joshua R. Hendrickson, University of Mississippi","An Exploratory Empirical Note on the Impact of Labor Market Freedom on the Female Labor Force Participation Rate across the World
Nazmul Islam*, Bangladesh University of Engineering and Technology","Institution Quality, Democracy, and Corruption in Africa: Does the Nature of the Transition Matter?
Mavuto Kalulu*, University of Central Arkansas
Rania Adel Al-Bawwab, University of Central Arkansas","Governing the Environmental Commons: Economic Freedom as a Polycentric Institution for Fighting Climate Change
Nicholas Reinarts*, Middle Tennessee State University
Siobhain Lash, West Virginia University","","","Dean Stansel, Southern Methodist University","Dean Stansel, Southern Methodist University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.29","International Trade","Trade","
Dynamic Trade Elasticities
Armen Khederlarian*, Hunter College, City University of New York
George Alessandria, University of Rochester
Shafaat Yar Khan, World Bank
Kim Ruhl, University of Wisconsin–Madison
Joseph Steinberg, University of Toronto","Firm Heterogeneity, Misallocation, and Trade
John Chung*, Auburn University","Import Competition, Trade Credit, and Financial Frictions in General Equilibrium
Federico Esposito*, Tufts University","International Trade, Volatility, and Income Differences
Roman David Merga*, International Monetary Fund","","","","Federico Esposito, Tufts University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.30","Topics in Transportation Economics I","Urban & Regional","
Assessing the Impact of Ferry Transit on Urban Crime
Bryan S. Weber*, College of Staten Island, City University of New York
Paolo Cappellari, College of Staten Island, City University of New York","Driving on the Losing Lane: The Impact of NFL and NBA Home Game Losses on Traffic Accidents in the Golden State
Dinushka Paranavitana*, West Virginia University","Revealed Preferences for Residential Traffic Calming: Evidence from Low Traffic Neighborhoods
Rowan Isaaks*, Vanderbilt University","Urban Traffic Congestion and Professional Sporting Events
Bryan Wyng Wai Khoo*, West Virginia University","","","","Bryan S. Weber, College of Staten Island, City University of New York","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.31","Topics in Public Policy","Policy, Public","
A Census of the Green Economy: Measuring Marijuana Employment, Businesses, and Payroll in Four States
Zhaochen He*, Christopher Newport University
Travis K. Taylor, Christopher Newport University
Martin Anderson, The University of North Carolina at Greensboro","High School Dropouts in Québec: Outcomes and Policy Simulations
Arezoo Banihashem*, Concordia University
Jorgen Hansen, Concordia University
Christian Belzil, École Polytechnique","Impact of State-Level Family Policies on Female Labor Force Participation and Entrepreneurship
Kathryn Rudloff*, Florida Institute of Technology","One of Our Own: The Role of Identity and Political Connections in Public Employment
Sudhir K. Singh*, Michigan State University","","","","Zhaochen He, Christopher Newport University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.32","Government Policy and the Private Sector","Policy","
Dynamic Evaluation of Preference Program in Public Procurement Market
Nayul Kim*, The Ohio State University","Efficacy of Direct Democracy: Impact of Different Community Choice Aggregation Programs on Electricity Prices in U.S.
Labanyalata Roy*, Middle Tennessee State University","Should Subsidies Go to Consumers or Dealers (or Both)?
Thao Duong*, Texas A&M University
Stephanie Weber, Yale University","A Flexible Model of Food Security: Estimation and Implications for Prediction
Jose Odair de Almeida Xilau*, Georgia State University
Rusty Tchernis, Georgia State University
Will Davis, Mississippi State University
Christian Gregory, USDA Economic Research Service","","","","Labanyalata Roy, Middle Tennessee State University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.33","Price Levels, Inflation, and Deflation","Macro","
Asymmetries in Exchange Rate Pass-Through to Trade Prices
Eiman Aiyash*, North Carolina State University","Central Bank Predictions, Heterogeneous Expectations, and Inflation Dynamics
Enrique Martinez Garcia*, Federal Reserve Bank of Dallas
Roberto Duncan, Ohio University","Biased Media, Biased Households, and Inflation Expectations: Evidence from Survey Experiments
Andrew Lee*, New York University
Siye Bae, Yonsei University
Sangyup Choi, Yonsei University
Sang-Hyun Kim, Yonsei University
Myungkyu Shim, Yonsei University","","","","","Enrique Martinez Garcia, Federal Reserve Bank of Dallas","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.34","Intrahousehold Bargaining, IPV, and Child Abuse","Household","
ACA Medicaid Expansion and Women’s Bargaining Power
Sarthak Subidit Behera*, Centre College
Divya Sadana, University of Wisconsin–Eau Claire","Child Protection Investigations, Reforms, and Experiences in Child Welfare
Caitlyn Keo*, University of Minnesota","Food Insecurity and Intimate Partner Violence: Evidence from an Illinois EBT Glitch
Alexander C. Marsella*, Berry College
Clay Collins, University of Georgia
Kate Meldrum, West Virginia University","Power to Choose? Examining the Link between Contraceptive Use and Domestic Violence
Manini Ojha*, O.P. Jindal Global University
Karan Babbar, O.P. Jindal Global University","","","","Alexander C. Marsella, Berry College","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.36","Topics in Employment","Labor","
Demographics and Productivity
Pedro Silos*, Temple University
German Cubas, University of Houston
Julio Garin, Claremont McKenna College
Victor Zuluaga, University of Houston ","Information Technology (IT) Capital and Demand for College-Educated Workers
Hiranya K. Nath*, Sam Houston State University
Kiril Tochkov, Texas Christian University","Technological Transitions and Labor Market Institutions: Who Makes the Transition?
Leon Huetsch*, University of Pennsylvania","The Transitory Component of Health Care Employment
Luiggi Donayre*, University of Minnesota Duluth
Lacey Loomer, University of Minnesota Duluth","","","","Hiranya K. Nath, Sam Houston State University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.37","Fiscal Policy","Macro, Policy","","","","","","","","","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.38","New Developments in Entangled Political Economy","Development, Public","
Integrating Rationality and Spiritedness to Correct a Misleading Dichotomy
Sarah Moore*, George Mason University
Richard E. Wagner, George Mason University","Rent Extraction through Money-Financed Deficits
Jonathan W. Plante*, George Mason University","The Corruption of Language and Entangled Political Economy
Erwin Dekker*, Mercatus Center at George Mason University","FDA Drug Lag: Feature, Not a Bug
Marta Podemska-Mikluch*, Gustavus Adolphus College","","","Mikayla Novak, Mercatus Center at George Mason University","Mikayla Novak, Mercatus Center at George Mason University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.39","Regional Economics","Urban & Regional","
Does Freight Railway Prosper Rural Labor Markets in Developing Economy? Investing Spatial Spillover to Production and Logistics Sectors
Narae Lee*, George Mason University","Long Run Determinant of Social Security Disability Insurance and County-Level Variation
Lynn Morgan*, The University of Texas at Dallas","Human Capital Adjustments to Adverse Local Economic Shocks
Tucker Smith*, Vanderbilt University","Demographics, Employment Volatility, and Economic Uncertainty
Linli Zhao*, University of Kentucky","","","Bryan McCannon, Illinois Wesleyan University","Lauren Lanahan, University of Oregon","Scott Wentland, U.S. Bureau of Economic Analysis
Tim Murray, Virginia Military Institute
Lauren Lanahan, University of Oregon","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.40","Economics of Information II","Misc.","
Working from Home and Durable Good Consumption Dynamics
Yuanzhe Liu*, University of California, Santa Barbara","Putting Money Behind Words? Responding to Information During Tax Season
Trent McNamara*, Abilene Christian University
Roberto Mosquera, Universidad de las Américas","Altruism and the Endowment Effect
Matthew G. Nagler*, The City University of New York
Benjamin Ho, Vassar College","The Psychological Root of Constant Gain Learning
Yangyang Ji*, Central University of Finance and Economics
Wei Xiao, State University of New York at Binghamton","","","","Trent McNamara, Abilene Christian University","","","",""
"11/20/2023","12:00 PM-1:45 PM","3.C.41","Order and Organization","IO","
Economic Calculation in Centralized Private Sector Planning
Robertas Bakula*, American Institute for Economic Research","The CEO as Monopolist
Robert F. Mulligan*, American Institute for Economic Research","Silicon Valley Bank Fall: A Case of Market Discipline?
Nathalie Janson*, NEOMA Business School","","","","Adam Martin, Texas Tech University","Robert F. Mulligan, American Institute for Economic Research","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.01","Elite High School Education","Education","
Advanced Courses, Tracking, and Educational Equity
Huihuang Zhu*, University of California, Los Angeles
Johnny Huynh, University of California, Los Angeles","High-Level Math and Science Courses in High School and Racial Disparities in STEM
Jing Zhang*, Texas A&M University","How Do Students Value an Elite Education? Evidence from NYC Specialized High Schools
Lawrence Costa*, Federal Housing Finance Agency
JJ Naddeo, Georgetown University","Scaling Up: Advanced Placement Incentive Program
Hande Celebi*, The University of Texas at Austin","","","","Lawrence Costa, Federal Housing Finance Agency","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.02","Structural Microeconomics: Marriage Market","Education, Metrics","
Terms of Engagement: Migration, Dowry, and Love in Indian Marriages
Rossella Calvi*, Rice University
Andrew Beauchamp, Wright State University
Scott Fulford, Consumer Financial Protection Bureau","Education, Marriage, and Social Security
Prasanthi Ramakrishnan*, Southern Methodist University","","","","","Pengpeng Xiao, Duke University","Rossella Calvi, Rice University","Fangzhu Yang, Johns Hopkins University
Sanghmitra Gautam, Washington University in St. Louis
Yu Kyung Koh, McGill University","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.03","Market Design: Theory and Applications","Theory","
Seat Allocation Problem in Public Transportation
Umut Dur*, North Carolina State University
Oguz Afacan, Sabanci University
Ayse Kabukcuoglu Dur, North Carolina State University","Rematching with Contracts under Constraints: Theory and Application
Robert Hammond*, The University of Alabama
Umut Dur, North Carolina State University
Utku Unver, Boston College","Testing Simplicity Standards in Uniform Rationing
Rodrigo Velez*, Texas A&M University
Alex Brown, Texas A&M University
Daniel Stephenson, Virginia Commonwealth University","An Empirical Analysis of College Admissions with Endogenous Entrance Exam Scores
Hayri Alper Arslan*, The University of Texas at San Antonio","The Seattle Mechanism
Scott Paiement*, North Carolina State University","","Umut Dur, North Carolina State University","Umut Dur, North Carolina State University","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.04","The Effects of Certificate of Need Laws on Healthcare and Labor Markets","Health, Labor, Policy","
Certificate-of-Need Laws and Rural Healthcare Access
Vitor Melo*, Clemson University","Impacts of Certificate of Need (CON) State Laws on Substance Use Treatment Facilities and Services
Shishir Shakya*, Appalachian State University
Christine Bretschneider Fries, West Virginia University","Certificate of Need and the Labor Market
James B. Bailey*, Providence College","Special Interest Group Theory and Con Laws: Evidence from Lobby Expenditures
Sriparna Ghosh*, University of Cincinnati Blue Ash College
Conor Norris, West Virginia University
Agnitra Roy Choudhury, Auburn University at Montgomery","","","Sriparna Ghosh, University of Cincinnati Blue Ash College","Sriparna Ghosh, University of Cincinnati Blue Ash College","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.05","Open Economy Macroeconomics","Macro","
Imperfect Exchange Rate Pass-Through: Empirical Evidence and Monetary Policy Implications
Maryam Mirfatah*, King's College London
Paul Levine, University of Surrey
Vasco Gabriel, University of Victoria","International Equity Flows, Equity Prices, and Exchange Rates in Latin America
Luis Eduardo Salinas Huerta*, University of Houston","News Shocks and Sudden Stops
Jin Lau*, Rutgers University","The Optimal Currency-Maturity Composition of Sovereign Debt
Raymond He*, The University of Texas at Austin","","","","Maryam Mirfatah, King's College London","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.06","Economics of Risky Health Behaviors","Health","
Safer Sex? The Effect of AIDS Risk on Birth Rates
Melissa K. Spencer*, University of Richmond","Vaping Regulations and Mental Health of Teenagers
Chandrayee Chatterjee*, Southwestern University
Rebecca Sen Choudhury, Spelman College","Weeding Out Workplace Accidents? The Effect of Medical Marijuana Dispensaries on Workplace Safety
Rhet Smith*, The University of Texas at El Paso
Kimberly Groover, Abt Associates","Risk Aversion and Vaccine Hesitancy: Experimental Evidence from the COVID-19 Pandemic
David Zirkle*, Longwood University
Melanie Marks, Longwood University
Thomas PlaHovinsak, Longwood University
Adrienne Sudbury, Longwood University","","","Rebecca Sen Choudhury, Spelman College, and Chandrayee Chatterjee, Southwestern University","Rebecca Sen Choudhury, Spelman College","","","",""
